Lab_ID_String,Sample_ID,lake,Collection_Date,Anatoxin A,Cylindrospermopsin,Microcystin LA,Microcystin LF,Microcystin LR,Microcystin LW,Microcystin RR,Saxitoxin,Batch,Analysis Date,%Imidazolidine
07-1411,SITE 4,SITE 4,2007-08-28,1,,,,,,,,W07129,2008-03-06 0:00,76.413156
08-1081,TWO MILE 14-16,TWO MILE 14-16,2008-06-03,,,,,25.4,,,,W08100,2008-06-06 0:00,
08-1097,TWO MILE 15-20 CORE C,TWO MILE 15-20 CORE C,2008-06-03,,,,,73.5,,,,W08100,2008-06-06 0:00,
08-1082,TWO MILE 16-18,TWO MILE 16-18,2008-06-03,,,,,21.8,,,,W08100,2008-06-06 0:00,
08-1083,TWO MILE 18-20,TWO MILE 18-20,2008-06-03,,,,,31.7,,,,W08100,2008-06-06 0:00,
08-1084,TWO MILE 22-24,TWO MILE 22-24,2008-06-03,,,,,6.4,,,,W08100,2008-06-06 0:00,
08-1085,TWO MILE 26-28,TWO MILE 26-28,2008-06-03,,,,,,,,,W08100,2008-06-06 0:00,
08-1086,TWO MILE 32-34,TWO MILE 32-34,2008-06-03,,,,,,,,,W08100,2008-06-06 0:00,
08-1278,WATER,WATER,2008-07-09,0.6,,,,,,,,W08124,2008-08-20 0:00,49.286
08-1280,WATER LFM,WATER LFM,2008-07-09,78.7,63.1,100.9,60.4,107.3,86.4,93,217.9,W08124,2008-08-20 0:00,81.318
