station.number,lake.name,lake,sample.date.time,sample.date,sampler,mic.con
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,6-16-08 0:00,2008-06-16,NDEQ,0.03
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,6-23-08 0:00,2008-06-23,NDEQ,0.09
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,2001-08-07 0:00,2008-07-01,NDEQ,0.16
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,2008-08-07 0:00,2008-07-08,NDEQ,0.3
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,7-15-08 0:00,2008-07-15,NDEQ,0.29
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,7-22-08 0:00,2008-07-22,NDEQ,0.14
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,7-30-08 0:00,2008-07-30,NDEQ,0.25
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,2006-08-08 0:00,2008-08-06,NDEQ,0.46
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,2012-08-08 0:00,2008-08-12,NDEQ,1.08
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,8-20-08 0:00,2008-08-20,NDEQ,0.09
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,8-26-08 0:00,2008-08-26,NDEQ,1.11
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,2002-08-09 0:00,2008-09-02,NDEQ,1.56
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,2010-08-09 0:00,2008-09-10,NDEQ,1.42
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,9-16-08 0:00,2008-09-16,NDEQ,1.25
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,9-22-08 0:00,2008-09-22,NDEQ,1.04
LMT1CARTER03,Carter Lake @ North Boat Ramp,CARTER,9-29-08 0:00,2008-09-29,NDEQ,0.95
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,5-13-08 0:00,2008-05-13,NDEQ,0.81
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,5-19-08 0:00,2008-05-19,NDEQ,0.83
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,5-27-08 0:00,2008-05-27,NDEQ,0.22
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,2002-08-06 0:00,2008-06-02,NDEQ,0.15
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,2009-08-06 0:00,2008-06-09,NDEQ,0.31
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,6-16-08 0:00,2008-06-16,NDEQ,0.03
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,6-23-08 0:00,2008-06-23,NDEQ,0.01
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,6-30-08 0:00,2008-06-30,NDEQ,0.13
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,2007-08-07 0:00,2008-07-07,NDEQ,1.73
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,7-14-08 0:00,2008-07-14,NDEQ,2.58
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,7-21-08 0:00,2008-07-21,NDEQ,0.76
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,7-28-08 0:00,2008-07-28,NDEQ,0.18
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,2004-08-08 0:00,2008-08-04,NDEQ,1.75
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,2011-08-08 0:00,2008-08-11,NDEQ,7
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,8-18-08 0:00,2008-08-18,NDEQ,5.58
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,8-25-08 0:00,2008-08-25,NDEQ,32.23
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,2002-08-09 0:00,2008-09-02,NDEQ,32.01
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,2010-08-09 0:00,2008-09-10,NDEQ,20.68
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,9-15-08 0:00,2008-09-15,NDEQ,20.13
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,9-22-08 0:00,2008-09-22,NDEQ,18.92
LLP2PAWNEE03,Pawnee Reservoir @ East Beach,PAWNEE EAST,9-29-08 0:00,2008-09-29,NDEQ,12.87
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,5-13-08 0:00,2008-05-13,NDEQ,0.71
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,5-19-08 0:00,2008-05-19,NDEQ,1.21
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,5-27-08 0:00,2008-05-27,NDEQ,0.46
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,2002-08-06 0:00,2008-06-02,NDEQ,0.17
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,2009-08-06 0:00,2008-06-09,NDEQ,0.14
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,6-16-08 0:00,2008-06-16,NDEQ,0.01
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,6-23-08 0:00,2008-06-23,NDEQ,0.09
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,6-30-08 0:00,2008-06-30,NDEQ,1.69
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,2007-08-07 0:00,2008-07-07,NDEQ,0.86
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,7-14-08 0:00,2008-07-14,NDEQ,0.93
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,7-21-08 0:00,2008-07-21,NDEQ,4.92
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,7-28-08 0:00,2008-07-28,NDEQ,0.49
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,2004-08-08 0:00,2008-08-04,NDEQ,0.89
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,2011-08-08 0:00,2008-08-11,NDEQ,8.25
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,8-18-08 0:00,2008-08-18,NDEQ,2.26
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,8-25-08 0:00,2008-08-25,NDEQ,>55
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,2002-08-09 0:00,2008-09-02,NDEQ,73.15
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,2010-08-09 0:00,2008-09-10,NDEQ,21.23
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,9-15-08 0:00,2008-09-15,NDEQ,15.51
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,9-22-08 0:00,2008-09-22,NDEQ,34.65
LLP2PAWNEE05,Pawnee Reservoir @ West Beach,PAWNEE WEST,9-29-08 0:00,2008-09-29,NDEQ,12.76
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,5-14-08 0:00,2008-05-14,NDEQ,0
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,5-20-08 0:00,2008-05-20,NDEQ,0.1
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,5-27-08 0:00,2008-05-27,NDEQ,0.01
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,2002-08-06 0:00,2008-06-02,NDEQ,0.01
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,2010-08-06 0:00,2008-06-10,NDEQ,0.11
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,6-17-08 0:00,2008-06-17,NDEQ,0
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,6-24-08 0:00,2008-06-24,NDEQ,0
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,2001-08-07 0:00,2008-07-01,NDEQ,0
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,2008-08-07 0:00,2008-07-08,NDEQ,0
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,7-15-08 0:00,2008-07-15,NDEQ,0
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,7-22-08 0:00,2008-07-22,NDEQ,0.04
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,7-29-08 0:00,2008-07-29,NDEQ,0.08
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,2005-08-08 0:00,2008-08-05,NDEQ,0.07
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,2011-08-08 0:00,2008-08-11,NDEQ,0
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,8-19-08 0:00,2008-08-19,NDEQ,0.19
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,8-26-08 0:00,2008-08-26,NDEQ,0.23
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,2002-08-09 0:00,2008-09-02,NDEQ,0.18
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,2009-08-09 0:00,2008-09-09,NDEQ,0.02
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,9-16-08 0:00,2008-09-16,NDEQ,0.15
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,9-23-08 0:00,2008-09-23,NDEQ,0.22
LLP1FRMT2004,Fremont Lake #20 East Beach,FREMONT EAST,9-30-08 0:00,2008-09-30,NDEQ,0.06
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,5-14-08 0:00,2008-05-14,NDEQ,0
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,5-20-08 0:00,2008-05-20,NDEQ,0.12
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,5-27-08 0:00,2008-05-27,NDEQ,0.04
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,2002-08-06 0:00,2008-06-02,NDEQ,0.01
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,2010-08-06 0:00,2008-06-10,NDEQ,0.02
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,6-17-08 0:00,2008-06-17,NDEQ,0
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,6-24-08 0:00,2008-06-24,NDEQ,0
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,2001-08-07 0:00,2008-07-01,NDEQ,0.02
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,2008-08-07 0:00,2008-07-08,NDEQ,0
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,7-15-08 0:00,2008-07-15,NDEQ,0
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,7-22-08 0:00,2008-07-22,NDEQ,0.02
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,7-29-08 0:00,2008-07-29,NDEQ,0.1
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,2005-08-08 0:00,2008-08-05,NDEQ,0.17
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,2011-08-08 0:00,2008-08-11,NDEQ,0.02
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,8-19-08 0:00,2008-08-19,NDEQ,0.4
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,8-26-08 0:00,2008-08-26,NDEQ,0.29
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,2002-08-09 0:00,2008-09-02,NDEQ,0.14
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,2009-08-09 0:00,2008-09-09,NDEQ,0.05
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,9-16-08 0:00,2008-09-16,NDEQ,0.25
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,9-23-08 0:00,2008-09-23,NDEQ,0.26
LLP1FRMT2005,Fremont Lake #20 West Beach,FREMONT WEST,9-30-08 0:00,2008-09-30,NDEQ,0.27
