OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Ametryn,Total,0.02,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Propachlor,Total,0.04,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,"Alkalinity, total",Total,189,mg/l,,Final,,Actual,,,,,,,,,,,,,2320,APHA,Alkalinity in Water by Titration,,Midwest Laboratories,2009-05-08,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,2009-05-07,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Cyanazine,Total,0.03,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Benfluralin,Total,0.03,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Total suspended solids,,4,mg/l,,Final,Maximum,Actual,,,,,,,,,,,,,2540-D,APHA,Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,Midwest Laboratories,2009-05-08,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Fonofos,Total,0.01,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Atrazine,Total,0.4,ug/l,,Final,,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Simazine,Total,0.02,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Prometryn,Total,0.02,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Acetochlor,Total,0.02,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Alachlor,Total,0.02,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Isofenphos,Total,0.01,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Butylate,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,S-Ethyl dipropylthiocarbamate,Total,0.03,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Terbufos,Total,0.01,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Orthophosphate,Dissolved,0.02,mg/l,,Final,Maximum,Actual,,,,,,,,,,,,,365.4,USEPA,Total Phosphorus After Block Digestion,https://www.nemi.gov/methods/method_summary/5313/,Midwest Laboratories,2009-05-06,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Prometon,Total,0.02,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Diuron,Total,0.03,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Inorganic nitrogen (nitrate and nitrite),Total,0.02,mg/l,,Final,Maximum,Actual,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/4702/,Midwest Laboratories,2009-05-12,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Propazine,Total,0.02,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Ethalfluralin,Total,0.02,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,2009-05-06,11:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Metolachlor,Total,0.03,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,507,USEPA,Nitrogen and Phosphorus Pesticides,https://www.nemi.gov/methods/method_summary/4801/,Midwest Laboratories,2009-05-15,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300005F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,"Temperature, water",,16.17,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300005F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Specific conductance,,431,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300005F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,8.27,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300005F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Turbidity,Total,4,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300005F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Oxidation reduction potential (ORP),,366,mV,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300005F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Dissolved oxygen saturation,,97.2,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300005F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Dissolved oxygen (DO),,9.1,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300010F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Turbidity,Total,4.2,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300010F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,"Temperature, water",,15.95,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300010F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Oxidation reduction potential (ORP),,366,mV,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300010F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Dissolved oxygen (DO),,9.13,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300010F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Dissolved oxygen saturation,,97.1,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300010F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Specific conductance,,431,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300010F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,8.28,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300015F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Specific conductance,,431,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300015F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Turbidity,Total,4.4,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300015F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Dissolved oxygen (DO),,9.09,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300015F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Oxidation reduction potential (ORP),,366,mV,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300015F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,"Temperature, water",,15.89,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300015F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Dissolved oxygen saturation,,96.6,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300015F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,1.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,8.28,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300020F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,2,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Turbidity,Total,4.3,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300020F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,2,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,8.27,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300020F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,2,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Specific conductance,,431,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300020F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,2,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,"Temperature, water",,15.85,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300020F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,2,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Dissolved oxygen (DO),,9.07,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300020F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,2,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Dissolved oxygen saturation,,96.3,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300020F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,2,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Oxidation reduction potential (ORP),,366,mV,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300025F,Field Msr/Obs,Water,,2009-05-06,11:30:00,CST,,,,2.5,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,USEPA,USEPA,USEPA,Unknown,,Oxidation reduction potential (ORP),,366,mV,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
